Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
1360,28.7,6,5,0.85,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1370,28.4,6,5,0.84,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1380,27.7,6,5,0.83,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1390,27.9,6,5,0.83,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1400,28.2,6,5,0.84,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1410,27.9,6,5,0.83,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1420,28,6,5,0.83,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1430,27.6,6,5,0.82,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1440,26.6,6,5,0.8,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1450,27.5,6,5,0.82,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1460,28.1,6,5,0.83,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1470,28.4,6,5,0.84,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1480,28.5,6,5,0.84,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1490,28.7,6,5,0.85,0.22,0,2,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1500,27.6,6,6,0.82,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1510,28.1,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1520,28.4,6,6,0.84,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1530,28.3,6,6,0.84,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1540,26.2,6,6,0.8,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1550,25.9,6,6,0.79,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1560,27,6,6,0.81,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1570,28.9,6,6,0.85,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1580,29.1,6,6,0.86,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1590,27.6,6,6,0.82,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1600,28.1,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1610,27.7,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1620,27.8,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1630,27.9,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1640,27.8,6,6,0.83,0.22,0,3,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1650,27.4,6,7,0.82,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1660,25.9,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1670,24.8,6,7,0.76,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1680,24.9,6,7,0.76,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1690,25.7,6,7,0.78,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1700,26.3,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1710,26.4,6,7,0.8,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1720,26,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1730,26.1,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1740,26.4,6,7,0.8,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1750,25.3,6,7,0.77,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1760,23.3,6,7,0.73,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1770,22.9,6,7,0.72,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1780,23.7,6,7,0.74,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,200,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1790,24.7,6,7,0.76,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1800,25.7,6,7,0.78,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1810,26.2,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1820,26.7,6,7,0.8,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1830,27.2,6,7,0.81,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,200,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1840,26,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1850,26,6,7,0.79,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1860,25.8,6,7,0.78,0.22,0,4,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1870,24.9,6,8,0.76,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1880,25.8,6,8,0.79,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1890,26.4,6,8,0.8,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1900,25.3,6,8,0.78,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1910,23.6,6,8,0.74,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1920,24.6,6,8,0.76,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1930,25.6,6,8,0.78,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1940,24.9,6,8,0.77,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1950,24.4,6,8,0.75,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1960,23.6,6,8,0.74,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,200,1.4,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1970,22.4,6,8,0.71,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1980,21,6,7,0.68,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,200,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1990,18.8,6,7,0.63,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,200,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2000,17.3,6,7,0.6,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2010,16,6,7,0.57,0.22,0,5,0,1,0,12,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2020,14.4,6,7,0.54,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2030,12.6,6,7,0.5,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,200,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2040,11.5,6,7,0.47,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2050,10,6,6,0.44,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,200,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2060,9.7,6,6,0.43,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,200,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2070,8.9,6,6,0.42,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.39,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2080,8.9,6,6,0.42,0.22,0,5,0,1,0,13,FALSE,TRUE,0,0,0,0,200,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2090,8.4,6,6,0.41,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2100,8.3,6,6,0.4,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2110,8.7,6,6,0.41,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2120,8.5,6,6,0.41,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2130,8,6,6,0.4,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2140,7.1,6,6,0.38,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2150,6.4,6,6,0.36,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2160,6.2,6,6,0.36,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2170,5.1,6,6,0.34,0.22,0,5,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2180,5.5,6,5,0.34,0.22,0,4,0,1,0,13,TRUE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2190,5.6,6,5,1.35,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2200,5.4,6,5,1.33,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2210,5.4,6,5,1.33,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2220,5.6,6,5,1.35,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2230,5.6,6,5,1.36,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2240,5.2,6,5,1.32,0.86,0,4,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2250,5.5,6,4,1.34,0.86,0,3,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2260,6.3,6,4,1.4,0.86,0,3,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2270,6.6,6,4,1.44,0.86,0,3,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2280,7.1,6,4,1.48,0.86,0,3,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2290,8.1,6,4,1.55,0.86,0,3,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2300,8.4,6,3,1.58,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2310,7.5,6,3,1.51,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2320,6.6,6,3,1.43,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2330,6.2,6,3,1.4,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2340,6.3,6,3,1.4,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2350,6.3,6,3,1.41,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2360,6.2,6,3,1.4,0.86,0,2,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2370,6.4,6,2,1.41,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2380,5.9,6,2,1.38,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2390,5.8,6,2,1.36,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2400,6,6,2,1.38,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2410,6,6,2,1.38,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2420,6.2,6,2,1.4,0.86,0,1,0,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2430,5.6,0,1,1.35,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2440,4.5,0,1,1.25,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2450,4.3,0,1,1.23,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2460,4.2,0,1,1.23,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2470,4.3,0,1,1.24,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2480,4.1,0,1,1.22,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2490,4.2,0,1,1.23,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2500,3.4,0,1,1.17,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2510,3.4,0,1,1.16,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2520,2.9,0,1,1.12,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2530,3.2,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2540,3.2,0,1,1.15,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2550,3.2,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2560,3.2,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2570,3.2,0,1,1.15,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2580,3.1,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2590,3.2,0,1,1.15,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2600,3.1,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2610,3.5,0,1,1.17,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2620,3.9,0,1,1.2,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2630,4.1,0,1,1.22,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2640,3.3,0,1,1.15,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2650,3.3,0,1,1.15,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2660,3.2,0,1,1.14,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2670,3.4,0,1,1.17,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2680,3.6,0,1,1.18,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2690,3.4,0,1,1.16,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2700,3.7,0,1,1.18,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2710,3.6,0,1,1.18,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2720,2.8,0,1,1.11,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2730,2,0,1,1.04,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2740,1.2,0,1,0.98,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2750,0,0,1,0.89,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2760,0,0,0,0.87,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.38,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2770,0,0,0,0.87,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2780,0,0,0,0.89,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,199,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2790,0,0,0,0.88,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2800,0,0,0,0.87,0.86,0,0,99,1,0,13,FALSE,TRUE,0,0,0,0,200,1.37,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
